"","X40","X70","X100","X1.0","X1.1","X1.2","WorstCase","expectedDelayPLS","resultDelayPLS","abs(errorPLS)"
"1",3,0,0,3,0,0,3.05145e-12,3.05145e-12,2.87055943025799e-12,5.92802011312703
"2",0,3,0,3,0,0,3.38253e-12,3.38253e-12,3.38981172560324e-12,0.215274531289866
"3",0,0,3,3,0,0,3.75145e-12,3.75145e-12,3.9297641975036e-12,4.75320735991696
"4",3,0,0,0,3,0,3.00165e-12,3.00165e-12,3.02725280829924e-12,0.852957816509048
"5",0,3,0,0,3,0,3.55007e-12,3.55007e-12,3.54651879492794e-12,0.100031973230397
"6",0,0,3,0,3,0,4.11342e-12,4.11342e-12,4.08705589701087e-12,0.64092903202525
"7",3,0,0,0,0,3,4.09472e-12,4.09472e-12,4.24953090041312e-12,3.78074448101748
"8",0,3,0,0,0,3,4.77389e-12,4.77389e-12,4.76881057832525e-12,0.106400056866518
"9",0,0,3,0,0,3,5.45886e-12,5.45886e-12,5.30873566765874e-12,2.7501040939182
